delivery_id,order_id,shipping_address,tracking_number,delivery_status,delivery_date
7780,7780,"28430 Erickson Common Apt. 022, Lake Chad, TX 74543",TRACK007780,delivered,2024-07-27 03:38:26.060639
7781,7781,"USNV Barnes, FPO AA 62232",TRACK007781,cancelled,2024-05-18 14:29:44.142924
7782,7782,"08600 Lyons Villages, North Michellehaven, TN 81434",TRACK007782,processing,2024-07-07 22:37:43.239547
7783,7783,"3486 Kelly Ridges, East Alison, KY 23730",TRACK007783,delivered,2024-08-24 03:26:48.307877
7784,7784,"72756 Anna Prairie Suite 118, New Amy, DE 06314",TRACK007784,in_transit,2023-12-20 14:24:02.927724
7785,7785,"9860 Brown Fort Suite 787, Fieldsborough, GU 36301",TRACK007785,cancelled,2024-03-01 14:48:47.257148
7786,7786,"76262 Lewis Glen Apt. 023, Lake George, AK 63153",TRACK007786,delivered,2023-11-10 18:07:10.654973
7787,7787,"22233 Richard Rest, South John, ID 80217",TRACK007787,delivered,2024-01-15 03:24:34.742390
7788,7788,"Unit 7365 Box 7155, DPO AP 63657",TRACK007788,in_transit,2024-05-28 23:38:24.177571
7789,7789,"08856 Ellen Crescent, Jorgestad, ND 44401",TRACK007789,delivered,2024-08-07 07:22:12.730877
7790,7790,"37745 William Manors Suite 573, North Sethstad, IN 96218",TRACK007790,delivered,2024-02-08 17:45:13.222049
7791,7791,"1257 Ortiz Prairie, Williambury, MS 29771",TRACK007791,delivered,2024-04-01 01:57:32.214901
7792,7792,"04761 Stephanie Bridge Suite 328, East Carla, SC 10579",TRACK007792,in_transit,2024-03-24 15:46:10.263760
7793,7793,"702 Silva Valley, Port Rick, IL 67125",TRACK007793,returned,2024-04-14 05:10:33.975781
7794,7794,"039 Garrison Avenue Suite 667, Kimton, OR 75637",TRACK007794,cancelled,2024-05-16 22:13:22.380780
7795,7795,"009 Smith Unions Apt. 551, Ericafort, RI 51741",TRACK007795,cancelled,2024-05-09 20:40:15.567975
7796,7796,"091 Lawson Lock, Youngton, MP 54127",TRACK007796,delivered,2024-05-19 05:51:43.019443
7797,7797,"Unit 2462 Box 5742, DPO AP 06509",TRACK007797,cancelled,2024-06-18 21:44:37.676403
7798,7798,"0868 Griffin Fall Apt. 253, West Deborahside, PR 34393",TRACK007798,delivered,2024-05-07 03:45:48.990431
7799,7799,"2711 Jill Rapids Apt. 929, Kaitlyntown, DE 90122",TRACK007799,delivered,2024-09-09 11:08:02.442907
7800,7800,"79972 Skinner Manor Suite 546, Lake Kristintown, RI 38317",TRACK007800,in_transit,2024-06-05 05:52:32.891308
7801,7801,"247 Abbott Drive Apt. 545, Susanfurt, KS 53601",TRACK007801,returned,2024-03-22 05:50:34.258578
7802,7802,"USCGC Brennan, FPO AA 39062",TRACK007802,cancelled,2023-10-28 11:56:40.105324
7803,7803,"75449 Hobbs Springs Suite 612, Jacksonshire, OH 00904",TRACK007803,cancelled,2024-08-23 17:13:21.181784
7804,7804,"127 Kristina Parkway, Kevinport, NH 55494",TRACK007804,cancelled,2024-07-16 20:16:31.679322
7805,7805,"06932 Peterson Row, West Melissa, NM 76301",TRACK007805,delivered,2024-10-02 11:16:03.256895
7806,7806,"01010 Daniel Drives, New Jeffreystad, TN 38877",TRACK007806,delivered,2023-10-28 02:25:08.055981
7807,7807,"3687 Katie Crossing, Kyleport, TN 87996",TRACK007807,in_transit,2024-09-09 01:04:20.385329
7808,7808,"PSC 6488, Box 7551, APO AP 67070",TRACK007808,delivered,2024-10-03 04:48:40.589332
7809,7809,"USCGC Hernandez, FPO AE 78099",TRACK007809,delivered,2024-03-20 00:56:17.756253
7810,7810,"2707 Michelle Burg, North Nathan, MP 20308",TRACK007810,returned,2024-03-30 09:52:28.532107
7811,7811,"263 Rose Wells, East Danielland, NM 97298",TRACK007811,delivered,2024-09-02 15:20:39.661705
7812,7812,"2563 Collins Landing, Ruizberg, GU 09275",TRACK007812,in_transit,2023-11-23 01:29:22.442594
7813,7813,"0921 Nash Mills, Guerrabury, RI 56933",TRACK007813,in_transit,2024-09-02 13:37:14.178279
7814,7814,"4898 Jacqueline Underpass Suite 960, Ellisshire, TN 75267",TRACK007814,cancelled,2024-06-17 05:00:48.170539
7815,7815,"1733 Thompson Squares, Jamesbury, NC 33296",TRACK007815,in_transit,2024-06-07 14:23:27.559443
7816,7816,"PSC 5609, Box 4876, APO AP 40947",TRACK007816,returned,2024-09-11 10:08:38.745015
7817,7817,"1635 Nathaniel Island Apt. 186, West Donaldfurt, PR 12116",TRACK007817,cancelled,2024-09-18 08:29:35.700879
7818,7818,"892 Howard Squares, Chenhaven, CT 21521",TRACK007818,in_transit,2024-01-03 21:04:52.503942
7819,7819,"9504 Johnson Points, West Mindy, NC 39282",TRACK007819,in_transit,2023-12-03 06:15:24.159360
7820,7820,"8329 John Points Apt. 793, Taraville, MO 22390",TRACK007820,in_transit,2024-01-18 13:49:45.251595
7821,7821,"94894 Robert Stravenue Suite 676, Victoriamouth, OR 95757",TRACK007821,cancelled,2024-05-02 09:34:08.627415
7822,7822,"86508 Catherine Expressway, Joanfort, MT 46040",TRACK007822,cancelled,2024-05-20 02:44:32.861793
7823,7823,"000 Elliott Landing, Lyonsshire, NH 18308",TRACK007823,processing,2024-04-25 00:48:57.502433
7824,7824,"198 Dalton Motorway, Fitzgeraldtown, KY 50023",TRACK007824,delivered,2024-04-28 10:19:56.213581
7825,7825,"061 Tony Lock Apt. 409, Kimfurt, MT 43593",TRACK007825,in_transit,2023-12-28 10:32:25.721345
7826,7826,"0586 Rodriguez Fall Suite 558, New Kelly, MO 67275",TRACK007826,returned,2024-07-27 16:39:44.325025
7827,7827,"Unit 2074 Box 8568, DPO AP 14549",TRACK007827,cancelled,2023-10-19 18:15:05.308137
7828,7828,"617 Carroll Haven Suite 083, New Marialand, NY 82978",TRACK007828,delivered,2023-12-06 08:52:22.514789
7829,7829,"27807 Johnson Pine, Port Lisamouth, MT 31708",TRACK007829,returned,2024-01-01 02:35:17.660762
7830,7830,"339 Scott Mount, West Joshua, IA 23042",TRACK007830,in_transit,2023-11-28 14:32:59.830519
7831,7831,"79971 Teresa Street, Heathermouth, IN 91777",TRACK007831,processing,2023-11-11 16:01:36.540199
7832,7832,"5806 Castro Lodge Suite 723, North Patrickton, IA 43188",TRACK007832,processing,2024-05-04 10:34:17.359524
7833,7833,"95667 Williams Passage, Andersonville, CO 56778",TRACK007833,in_transit,2024-08-05 14:31:42.466710
7834,7834,"016 Haley Track Apt. 663, Shannontown, MT 27110",TRACK007834,processing,2024-07-06 17:26:31.875921
7835,7835,"73896 Dawson Pine, West Alyssaburgh, WY 66875",TRACK007835,delivered,2024-03-07 14:03:03.326366
7836,7836,"USCGC Franklin, FPO AA 33430",TRACK007836,processing,2024-05-18 15:31:04.648279
7837,7837,"016 Jennifer Extension, New Russellshire, HI 09886",TRACK007837,returned,2024-07-25 08:08:58.264118
7838,7838,"Unit 2205 Box 1483, DPO AE 91352",TRACK007838,returned,2023-12-04 19:16:11.704660
7839,7839,"908 Houston Road Suite 783, New Laurentown, MO 29726",TRACK007839,returned,2024-05-03 08:57:53.593193
7840,7840,"6154 Stephen Corners Apt. 376, Murphybury, MO 13524",TRACK007840,in_transit,2024-06-22 03:23:27.798838
7841,7841,"8161 Kemp Ports Suite 935, Port Lindsay, SC 99117",TRACK007841,cancelled,2024-02-19 16:52:13.110099
7842,7842,"83020 Smith Way, Lauraville, DE 60796",TRACK007842,delivered,2024-03-07 20:13:51.361071
7843,7843,"81145 Schmidt Station, East Rachel, OR 69746",TRACK007843,cancelled,2024-01-20 15:40:21.486536
7844,7844,"35937 Joshua Stream, Port Thomasside, IN 43888",TRACK007844,processing,2024-06-25 11:20:26.174880
7845,7845,"219 Amanda Motorway Suite 343, Lake Kelseymouth, NM 62717",TRACK007845,cancelled,2024-04-02 19:56:09.447381
7846,7846,"093 Phelps Manor, Lopezview, DC 64529",TRACK007846,cancelled,2024-09-03 05:26:13.149598
7847,7847,"06539 John Loop Suite 439, Greenberg, PW 84421",TRACK007847,delivered,2024-05-31 15:04:44.642822
7848,7848,"47769 Martin Tunnel Apt. 330, Port Christine, MI 82945",TRACK007848,in_transit,2024-02-08 13:39:50.470143
7849,7849,"2356 Renee Groves Apt. 796, Nicholsfurt, OH 56815",TRACK007849,in_transit,2024-08-14 10:49:06.514886
7850,7850,"5188 Spears Glens, Hernandezborough, IN 69417",TRACK007850,in_transit,2023-12-14 03:10:11.911162
7851,7851,"3392 Burns Flats, Lake Samuelport, VT 44824",TRACK007851,delivered,2024-01-03 08:35:38.184910
7852,7852,"9077 Sims Mountains, South Chelsea, ID 39012",TRACK007852,returned,2024-10-05 02:07:35.942687
7853,7853,"41459 Yates Path Suite 580, Ryanfurt, NC 49156",TRACK007853,in_transit,2024-06-30 23:23:28.820592
7854,7854,"178 Williams Overpass Suite 624, Leemouth, NM 48526",TRACK007854,delivered,2023-10-21 10:53:40.557858
7855,7855,"17411 James Wall Suite 329, Port Jeremiahchester, ME 38645",TRACK007855,in_transit,2023-12-04 12:16:53.728844
7856,7856,"9525 Baxter Village, Lake Marcus, KS 69453",TRACK007856,delivered,2023-12-20 20:20:42.081398
7857,7857,"5301 Gabriela Stravenue Apt. 543, Shirleyview, SD 62105",TRACK007857,returned,2024-06-20 04:23:50.935457
7858,7858,"386 Rios Islands, East Tiffanyberg, FM 68715",TRACK007858,processing,2024-10-01 12:11:19.146549
7859,7859,"7308 Danny Village Apt. 502, Port Steven, LA 91261",TRACK007859,processing,2023-11-08 17:12:23.464734
7860,7860,"2541 Church Coves, Brianview, AR 54497",TRACK007860,returned,2024-03-25 19:50:24.314169
7861,7861,"421 Philip Course, Blakechester, MD 33077",TRACK007861,in_transit,2024-10-04 06:05:31.866190
7862,7862,"422 Peter Mission, Jenniferberg, VI 81966",TRACK007862,delivered,2024-10-02 23:19:30.391935
7863,7863,"439 Perkins Run, Port John, GA 76180",TRACK007863,delivered,2024-02-17 10:42:58.470794
7864,7864,"Unit 0027 Box 8252, DPO AA 46039",TRACK007864,in_transit,2024-02-28 01:07:45.393915
7865,7865,"59789 Sarah Square Suite 697, Kramerview, DE 49120",TRACK007865,returned,2024-05-01 13:38:32.193583
7866,7866,"622 Monica Mall, North Mark, NY 85316",TRACK007866,returned,2023-12-06 15:20:37.535218
7867,7867,"151 Logan Islands, New Michael, NM 14255",TRACK007867,delivered,2024-07-14 22:47:21.328897
7868,7868,"17196 Morgan Place Apt. 078, Bushtown, WV 40745",TRACK007868,cancelled,2023-12-10 03:04:45.622162
7869,7869,"57486 Rogers Haven, North Jasmine, MP 72477",TRACK007869,in_transit,2024-02-24 00:13:10.045564
7870,7870,"242 Meagan Lock, East David, NY 13339",TRACK007870,processing,2023-11-18 22:02:42.207754
7871,7871,"745 Wood Port, Tatestad, HI 37811",TRACK007871,delivered,2024-01-08 23:03:25.251288
7872,7872,"22522 Ruth Club, North Eileenborough, KS 28416",TRACK007872,processing,2024-09-30 21:54:25.734664
7873,7873,"6467 Gonzales Ramp Suite 911, South Darren, TN 83002",TRACK007873,delivered,2024-06-21 00:50:43.235428
7874,7874,"48466 Barnett Circle, Lake Courtneyfort, IN 39974",TRACK007874,returned,2024-05-10 01:29:35.361367
7875,7875,"006 Collins Course Suite 999, Williamfurt, NY 70211",TRACK007875,processing,2024-06-18 07:27:10.658023
7876,7876,"107 Bryan Avenue Suite 306, Farrellchester, ME 08986",TRACK007876,in_transit,2023-12-29 19:00:50.676108
7877,7877,"017 Wendy Isle Apt. 864, Kristaville, KS 50299",TRACK007877,processing,2024-09-25 06:04:32.531112
7878,7878,"95732 Brown Plains, Calebberg, IN 06819",TRACK007878,returned,2024-07-14 21:25:59.334485
7879,7879,"PSC 5030, Box 4275, APO AA 81371",TRACK007879,processing,2024-06-23 03:43:27.218173
7880,7880,"47485 Erik Walks, Barbarahaven, NJ 46979",TRACK007880,returned,2024-07-13 10:05:08.933583
7881,7881,"29118 Jason Glens, North Mary, DE 29463",TRACK007881,in_transit,2024-09-19 17:36:38.271284
7882,7882,"06699 Jeffrey Square, South Lauren, TN 18745",TRACK007882,cancelled,2024-01-20 01:10:04.558220
7883,7883,"14915 Jeremy Lights Apt. 640, New Jennifer, NY 52477",TRACK007883,processing,2024-07-05 16:20:57.735737
7884,7884,"3484 Lowe Court Apt. 141, Samanthaburgh, GA 01833",TRACK007884,processing,2024-01-14 20:06:51.244705
7885,7885,"3868 Kennedy Fords, Hernandezfurt, AS 00766",TRACK007885,in_transit,2024-09-19 02:09:54.064957
7886,7886,"USS Campbell, FPO AA 19136",TRACK007886,processing,2024-06-08 02:28:35.676732
7887,7887,"987 Karen Knoll, North Kristinland, CT 98583",TRACK007887,delivered,2024-01-29 07:04:09.827187
7888,7888,"541 Samantha Mountain Apt. 171, Castroport, OK 82887",TRACK007888,processing,2024-03-22 21:05:00.616951
7889,7889,"277 Smith Glens, New Mistyfort, AZ 59784",TRACK007889,cancelled,2024-01-06 21:19:49.696263
7890,7890,"66538 Mack Circle Suite 983, New Gregoryhaven, WA 60116",TRACK007890,processing,2024-09-23 22:21:56.206190
7891,7891,"4606 Anthony Branch, Zacharyview, MP 23090",TRACK007891,delivered,2024-09-07 10:13:05.636413
7892,7892,"9129 Baker Port, Castillofurt, IN 07647",TRACK007892,cancelled,2024-04-19 11:18:59.507391
7893,7893,"3710 Hill Alley Suite 825, Meghanberg, SC 61445",TRACK007893,in_transit,2024-08-31 02:21:22.979302
7894,7894,"172 Francis Islands, Jenniferberg, KY 39063",TRACK007894,in_transit,2024-09-03 00:14:33.191438
7895,7895,"PSC 1166, Box 9374, APO AP 76268",TRACK007895,processing,2024-03-30 13:23:22.490472
7896,7896,"8539 Alicia Cliffs Suite 759, North Michael, RI 77214",TRACK007896,delivered,2024-07-17 11:02:45.597332
7897,7897,"827 Allen Pike, Theresaborough, OH 67873",TRACK007897,processing,2023-11-27 14:50:35.406767
7898,7898,"09347 Smith Via Apt. 603, Lauraland, WV 97114",TRACK007898,processing,2024-02-04 06:33:50.100621
7899,7899,"USS Simmons, FPO AP 54747",TRACK007899,delivered,2024-01-20 19:40:35.282254
7900,7900,"48513 Curtis Highway, Matthewton, ND 47140",TRACK007900,cancelled,2024-04-20 02:11:29.885103
7901,7901,"3515 Thomas Crescent, Melissaton, AK 64758",TRACK007901,delivered,2024-06-26 03:02:30.337385
7902,7902,"21431 Kimberly Forest Apt. 724, East Dawnhaven, MO 57525",TRACK007902,processing,2024-07-01 17:07:51.940971
7903,7903,"5927 Robinson Heights, East Paulland, AZ 18800",TRACK007903,cancelled,2024-02-05 07:25:46.676850
7904,7904,"56166 Watson Centers Apt. 404, Julianborough, GU 96195",TRACK007904,processing,2023-10-26 15:08:45.130901
7905,7905,"PSC 8125, Box 7722, APO AA 86396",TRACK007905,processing,2024-02-26 06:40:16.702573
7906,7906,"46336 Valdez Cove Apt. 281, Mendezstad, GU 95643",TRACK007906,cancelled,2024-05-30 22:46:13.908523
7907,7907,"424 Becky Vista, Robersonmouth, UT 18368",TRACK007907,returned,2024-01-28 21:54:42.400961
7908,7908,"031 Hunt Prairie, West Georgeville, NC 06461",TRACK007908,cancelled,2024-09-19 22:01:10.433300
7909,7909,"87812 Hall Station Suite 636, Jonathanshire, KS 30533",TRACK007909,in_transit,2024-10-03 14:29:26.215060
7910,7910,"39642 Carlos Unions, Smithview, SC 11650",TRACK007910,delivered,2024-01-13 21:13:27.533472
7911,7911,"091 Alexandra Ridges, Janeville, GU 97796",TRACK007911,returned,2024-09-10 13:21:50.606333
7912,7912,"3668 Walker Shore, South Jordan, KY 34400",TRACK007912,cancelled,2024-06-02 00:14:40.993692
7913,7913,"53515 Nicole Bypass, South Christophershire, WV 61253",TRACK007913,returned,2024-06-18 04:41:54.674702
7914,7914,"093 Lauren Mountain Apt. 413, North Davidburgh, MI 88338",TRACK007914,processing,2024-05-09 00:54:06.559211
7915,7915,"45459 Robin Dam, Reynoldsville, MS 10536",TRACK007915,processing,2024-02-19 04:20:11.131705
7916,7916,"05359 Morrison Club, North Jessicafort, VA 78574",TRACK007916,in_transit,2023-12-03 02:48:08.485836
7917,7917,"0138 Mallory Harbors Suite 663, Lake Michaelport, WI 85592",TRACK007917,in_transit,2023-11-30 04:40:55.016300
7918,7918,"651 Allen Ranch, Heatherport, MO 35831",TRACK007918,delivered,2024-06-28 14:44:49.994855
7919,7919,"73974 Mccormick Tunnel Apt. 142, Leroyview, OH 42239",TRACK007919,cancelled,2024-10-12 02:13:23.081039
7920,7920,"7545 Spencer Passage, West Ashley, GA 75565",TRACK007920,cancelled,2024-01-27 16:02:28.153286
7921,7921,"523 Mary Burg, South Mark, MI 07648",TRACK007921,processing,2024-09-07 01:36:28.348267
7922,7922,"383 Rachel Run, Kiddview, KS 99448",TRACK007922,returned,2024-03-14 23:40:57.143704
7923,7923,"35702 Michele Mount Suite 203, North Meghanchester, NJ 91564",TRACK007923,returned,2023-11-15 00:50:38.498110
7924,7924,"6912 Sanchez Brook, Port Eddie, MO 53654",TRACK007924,cancelled,2024-06-23 16:58:43.188346
7925,7925,"015 Scott Plains, New Michaelville, PA 22628",TRACK007925,processing,2024-05-28 20:02:56.521860
7926,7926,"339 Dalton Prairie Suite 863, New Jasonstad, MD 15920",TRACK007926,returned,2024-05-23 17:19:42.737039
7927,7927,"66047 Compton Village, Port Jamesview, AS 85154",TRACK007927,processing,2024-09-17 13:53:56.894405
7928,7928,"PSC 8352, Box 7926, APO AA 66366",TRACK007928,returned,2024-03-25 17:49:07.368950
7929,7929,"053 Anthony Inlet Apt. 347, Lake Catherine, AZ 89050",TRACK007929,processing,2024-03-17 22:40:37.064170
7930,7930,"Unit 2583 Box 9667, DPO AP 53244",TRACK007930,returned,2024-02-04 06:02:54.165484
7931,7931,"35776 Brian Heights, Mathewsview, FL 06781",TRACK007931,processing,2024-01-02 04:05:53.076073
7932,7932,"4544 Michael Locks, West Jennifer, KS 30935",TRACK007932,returned,2024-01-14 16:45:00.433473
7933,7933,"7220 Tammy Square, Karenchester, MD 72208",TRACK007933,cancelled,2024-09-26 10:56:42.864117
7934,7934,"32227 Thomas Manor Suite 560, South Shawnbury, VA 45462",TRACK007934,in_transit,2024-01-26 02:04:41.966583
7935,7935,"6660 Nielsen Estate, Port Kyle, IL 80886",TRACK007935,in_transit,2024-05-16 14:07:47.103039
7936,7936,"134 Justin Junctions Suite 068, South Lisa, MO 51339",TRACK007936,processing,2024-05-04 03:04:41.597313
7937,7937,"48069 Travis Island Apt. 225, East Jennifermouth, MH 22027",TRACK007937,processing,2024-05-23 09:04:12.416985
7938,7938,"430 Kerr Fall, Rebeccaborough, NV 77326",TRACK007938,cancelled,2023-12-01 04:16:30.675472
7939,7939,"9441 Johnson Curve, Coxshire, NH 59870",TRACK007939,delivered,2024-05-22 03:01:56.784941
7940,7940,"8262 Jimenez Mount Apt. 709, Leehaven, AK 77704",TRACK007940,processing,2024-02-15 19:40:02.247732
7941,7941,"7662 Rachel Branch Suite 274, East Jessica, RI 95324",TRACK007941,returned,2023-12-29 23:44:08.526832
7942,7942,"74445 Austin Common Apt. 400, Lake Yvonneview, NH 49435",TRACK007942,in_transit,2024-07-25 13:56:51.075782
7943,7943,"123 Julie Wall, Davidsontown, LA 70119",TRACK007943,processing,2024-02-04 19:27:27.304610
7944,7944,"938 Guerrero Skyway, Rodneyberg, MO 68133",TRACK007944,returned,2024-08-04 20:22:13.782144
7945,7945,"007 Washington Port, West Susanport, ID 27948",TRACK007945,returned,2024-06-20 22:06:09.049929
7946,7946,"547 Jennifer Meadow Apt. 945, Mirandaberg, IL 72157",TRACK007946,delivered,2024-02-28 14:23:02.969006
7947,7947,"535 James Center Apt. 905, New Brian, OK 62855",TRACK007947,delivered,2024-02-24 21:25:20.474786
7948,7948,"052 Thornton Roads Suite 051, New Steveberg, WV 96796",TRACK007948,cancelled,2024-07-02 05:54:07.766616
7949,7949,"1365 Wall Course, West Franciscoberg, AS 61885",TRACK007949,cancelled,2024-09-05 09:48:51.935002
7950,7950,"36061 Larry Ridges, Victoriaton, NJ 16062",TRACK007950,in_transit,2023-12-20 05:12:38.125991
7951,7951,"PSC 6969, Box 0821, APO AP 24036",TRACK007951,delivered,2024-10-01 13:29:00.145504
7952,7952,"Unit 5756 Box 8757, DPO AP 65439",TRACK007952,in_transit,2024-07-16 01:29:49.881187
7953,7953,"261 Michelle Road Apt. 755, Carlosfurt, MP 54861",TRACK007953,returned,2024-02-25 09:31:07.997495
7954,7954,"13357 Tara Plaza Suite 479, Burnettport, WY 62425",TRACK007954,in_transit,2024-05-30 01:10:36.479849
7955,7955,"1421 Braun Run, New Kylemouth, MN 63196",TRACK007955,returned,2024-07-11 20:16:37.772650
7956,7956,"73459 Michael Burgs, Boydshire, TN 70197",TRACK007956,cancelled,2023-10-25 12:21:26.962997
7957,7957,"984 Day Forks, North Rachelfort, FM 29507",TRACK007957,processing,2024-03-15 17:22:03.591382
7958,7958,"487 Hansen Trail, West Caitlinhaven, KS 90634",TRACK007958,processing,2023-11-01 23:24:53.401333
7959,7959,"558 Marquez Throughway, North Saramouth, CT 06720",TRACK007959,cancelled,2023-11-27 14:35:38.738726
7960,7960,"97004 Mario Glen Suite 515, West Tina, IA 34449",TRACK007960,processing,2024-07-17 03:09:27.551428
7961,7961,"24936 Erin Highway Apt. 140, Port Justinfort, AZ 37058",TRACK007961,returned,2023-11-23 02:49:27.371591
7962,7962,"2441 Richards Mews Suite 236, Lake Michaelfort, UT 52882",TRACK007962,cancelled,2024-07-09 10:49:25.336196
7963,7963,"738 Jason Garden Suite 626, Adkinschester, KY 99268",TRACK007963,returned,2024-09-25 00:28:39.683854
7964,7964,"707 Kristen Cape Apt. 126, Lake Benjamin, AS 94625",TRACK007964,returned,2024-08-03 07:00:37.573714
7965,7965,"139 Christina Lakes, Gordonport, AS 84513",TRACK007965,processing,2023-12-02 13:35:39.297213
7966,7966,"818 Michael Brook Suite 542, West Christopher, VA 89723",TRACK007966,cancelled,2023-10-25 14:09:20.629345
7967,7967,"27559 Hill Port Apt. 906, Bridgesmouth, MI 99579",TRACK007967,delivered,2024-05-05 16:50:36.227220
7968,7968,"294 Gates Mount Suite 468, Port Lauren, FL 79008",TRACK007968,in_transit,2024-05-25 19:43:48.996878
7969,7969,"500 Pierce Ville, Richardside, NE 23678",TRACK007969,cancelled,2023-10-23 13:57:23.075386
7970,7970,"94143 Perry Mountain, East Cathy, OK 43566",TRACK007970,in_transit,2023-12-31 19:54:09.385971
7971,7971,"33840 Estrada Rue Apt. 114, Ashleeburgh, AK 82054",TRACK007971,returned,2024-06-17 03:30:13.877108
7972,7972,"687 Jones Highway, West Aprilstad, MP 72222",TRACK007972,cancelled,2023-12-22 19:21:35.080260
7973,7973,"Unit 7404 Box 9751, DPO AE 87237",TRACK007973,processing,2024-03-20 17:29:23.566065
7974,7974,"23624 Hart Ramp Suite 509, Dianamouth, ND 74294",TRACK007974,delivered,2024-05-09 15:52:05.676933
7975,7975,"5531 Carly Spur Suite 469, Fischerborough, NE 12352",TRACK007975,processing,2023-11-01 22:33:33.959156
7976,7976,"844 Griffin Mill Apt. 989, East Ryan, MD 87266",TRACK007976,returned,2024-08-07 00:02:41.579442
7977,7977,"6832 Washington Extensions Suite 520, New Stanleyfort, FL 21108",TRACK007977,delivered,2024-04-05 00:38:08.837298
7978,7978,"PSC 1904, Box 9929, APO AA 69939",TRACK007978,in_transit,2024-03-07 13:59:55.207043
7979,7979,"561 Kelley Viaduct Apt. 060, Port Laurie, MP 23999",TRACK007979,processing,2024-03-15 08:35:55.224991
7980,7980,"8277 Luis Drives Apt. 844, West Jeffrey, ND 48949",TRACK007980,returned,2024-04-22 06:00:39.586858
7981,7981,"USCGC Garza, FPO AP 62303",TRACK007981,cancelled,2024-09-07 10:14:38.898405
7982,7982,"447 Lopez Flats, Raymondbury, SD 68703",TRACK007982,in_transit,2024-06-02 00:03:59.590812
7983,7983,"Unit 8435 Box 6113, DPO AP 19861",TRACK007983,cancelled,2024-05-09 09:54:56.898842
7984,7984,"334 Amy Gateway, West Melissa, MA 93033",TRACK007984,delivered,2024-01-16 23:44:37.811106
7985,7985,"580 Castro Cliffs Suite 472, Lake Austinstad, MH 71973",TRACK007985,delivered,2024-07-31 10:08:55.286286
7986,7986,"5327 Cruz Hills Suite 825, Hansentown, KY 38238",TRACK007986,cancelled,2024-03-30 10:24:18.631999
7987,7987,"412 Gonzalez Wells, Wilsonview, NJ 68552",TRACK007987,returned,2024-08-02 05:48:52.466781
7988,7988,"2414 Franklin Shores Suite 176, East Benjaminland, WI 46341",TRACK007988,returned,2024-02-26 23:05:39.006124
7989,7989,"777 Deborah Trail, Sandraton, VA 75024",TRACK007989,processing,2023-11-26 07:06:52.713531
7990,7990,"77687 Mack Ranch, East Lindseyview, VI 97462",TRACK007990,returned,2024-07-09 05:21:55.964434
7991,7991,"086 Diana Plains, South Hollybury, ME 61283",TRACK007991,cancelled,2023-12-11 01:44:25.639257
7992,7992,"9788 Scott Pike, Herreramouth, TX 40845",TRACK007992,cancelled,2024-07-01 14:41:10.356025
7993,7993,"15441 Kelley Stravenue, East James, VT 17756",TRACK007993,in_transit,2024-08-19 01:43:50.484981
7994,7994,"Unit 5626 Box 7270, DPO AP 49304",TRACK007994,processing,2024-01-22 13:55:12.937919
7995,7995,"93518 Phillips Light Apt. 514, Janiceport, AR 34289",TRACK007995,delivered,2024-01-07 11:54:12.821150
7996,7996,"71244 Grant Brook, South Veronica, MH 11784",TRACK007996,in_transit,2024-01-28 17:39:01.145617
7997,7997,"31925 Palmer Inlet Suite 846, East Joshua, AS 66656",TRACK007997,processing,2024-02-21 03:45:04.038482
7998,7998,"369 Herrera Square Apt. 458, Spencermouth, ID 95890",TRACK007998,processing,2024-01-12 09:06:30.658357
7999,7999,"7668 Victoria Crescent Suite 038, Dylanstad, IA 09302",TRACK007999,delivered,2024-09-28 02:03:55.198256
8000,8000,"157 Margaret Green, West Amyfurt, CA 52164",TRACK008000,cancelled,2024-03-25 19:45:29.508793
8001,8001,"Unit 3425 Box 4983, DPO AE 32338",TRACK008001,processing,2024-03-08 12:21:49.813308
8002,8002,"3426 Michael Village, Port Dennis, IN 36479",TRACK008002,returned,2024-05-26 08:44:47.354254
8003,8003,"20898 Kimberly Rest, West Patrickburgh, MH 33114",TRACK008003,delivered,2024-08-12 10:08:07.045056
8004,8004,"009 Austin Turnpike, East Amber, GU 69138",TRACK008004,processing,2024-07-17 10:58:41.675680
8005,8005,"9013 Chan Mount Suite 157, West Benjamin, VT 75649",TRACK008005,processing,2023-11-08 00:39:47.744229
8006,8006,"977 Nicholas Springs Apt. 124, New Vanessaside, MH 62195",TRACK008006,delivered,2024-02-11 08:31:14.373575
8007,8007,"3506 Richards Plaza Apt. 521, Jessicaside, SC 21838",TRACK008007,in_transit,2024-01-31 13:58:57.758409
8008,8008,"3439 Danielle Station, South Donna, SD 66023",TRACK008008,cancelled,2024-02-03 08:29:24.269516
8009,8009,"090 Jacobs Canyon, Port Melissa, CA 37376",TRACK008009,returned,2024-06-21 04:06:14.044681
8010,8010,"161 Carol Spurs Apt. 050, Woodsshire, WI 20326",TRACK008010,delivered,2023-11-17 06:39:15.592428
8011,8011,"USNS Carter, FPO AE 38724",TRACK008011,cancelled,2024-01-31 21:13:47.005266
8012,8012,"19472 Campbell Forks, North Bradley, AK 11478",TRACK008012,cancelled,2023-11-09 19:08:18.169212
8013,8013,"9063 Nash Wells, Janetmouth, OH 00729",TRACK008013,in_transit,2024-10-10 10:48:41.488346
8014,8014,"65366 Todd Points Suite 967, Port Melissa, VA 19030",TRACK008014,in_transit,2024-09-08 14:59:40.601330
